,Sk,Lk,x1_reaching,x2_reaching,x3_reaching,x1_leaving,x2_leaving,x3_leaving
0,0,0.0,39401.118494237206,95.0,1042.39,39401.118494237206,95.0,1042.39
1,8,0.0,39858.62363228489,86.84514382552462,1042.39,40723.61363228489,86.84514382552462,1000.0100000000001
2,11,0.0,40783.78233080002,85.78108775915734,1000.0100000000001,41561.10233080002,85.78108775915734,948.7900000000001
3,6,0.0,41583.02094417584,85.41586137089821,948.7900000000001,42178.62094417584,85.41586137089821,873.44
4,4,0.0,42215.02262710959,84.82151931195567,873.44,42554.28262710959,84.82151931195567,799.24
5,14,0.0,42611.665447995874,83.88060230313774,799.24,43495.87544799587,83.88060230313774,730.69
6,12,0.0,43519.56789636068,83.50808309638707,730.69,43926.987896360675,83.50808309638707,666.34
7,7,0.0,44131.55745467012,80.32317686711909,666.34,44968.12745467012,80.32317686711909,636.37
8,2,0.0,45132.89682567795,77.76777893707123,636.37,45540.46682567795,77.76777893707123,584.31
9,9,0.0,46053.5982526856,69.9455556550408,584.31,46597.4182526856,69.9455556550408,537.5999999999999
10,17,0.0,46733.39441770758,68.02941680556197,537.5999999999999,47066.474417707585,68.02941680556197,515.6999999999999
11,15,0.0,47493.89162946752,61.824531324341194,515.6999999999999,48146.46162946752,61.824531324341194,466.8599999999999
12,13,0.0,48454.79348321159,57.42452596304827,466.8599999999999,49269.2034832116,57.42452596304827,392.6299999999999
13,3,0.0,49359.17541251985,56.24379169264716,392.6299999999999,50242.97541251985,56.24379169264716,350.01999999999987
14,19,0.0,50514.820646731496,52.58177237608263,350.01999999999987,51297.920646731494,52.58177237608263,283.04999999999984
15,16,0.0,51408.555011366385,51.16833642654197,283.04999999999984,51929.085011366384,51.16833642654197,225.12999999999982
16,1,0.0,51980.07113360514,50.552446765204515,225.12999999999982,52745.75113360514,50.552446765204515,175.23999999999984
17,20,0.0,53174.15570529858,45.520409769953694,175.23999999999984,53864.73570529858,45.520409769953694,129.92999999999984
18,18,0.0,53966.227079286036,44.35877786911162,129.92999999999984,54276.537079286034,44.35877786911162,99.83999999999983
19,5,0.0,54344.92528723552,43.5792734467333,99.83999999999983,55094.655287235524,43.5792734467333,58.59999999999983
20,10,0.0,55860.36760197725,34.91100503611248,58.59999999999983,56278.09760197725,34.91100503611248,-1.7053025658242404e-13
21,0,0.0,56745.94250488141,29.90452779325768,-1.7053025658242404e-13,56745.94250488141,29.90452779325768,-1.7053025658242404e-13
