,generation,best_fitness,worst_fitness,feasible,average_fitness,std_fitness
78,78,5525.263750831868,45319931.26080038,True,-2531954.4435183182,8167366.180413731
79,79,5525.263750831868,81365088.17613102,True,-4200338.767077529,13881728.28367874
80,80,5525.263750831868,116401896.57002673,True,-3205561.766522753,16133272.188414091
81,81,5525.263750831868,58877902.52322871,True,-1733578.5928259552,7272994.865787348
82,82,5525.212142116222,57290790.241176985,True,-1482819.7662840982,7421722.84689796
83,83,5525.212142116222,39229551.43561939,True,-1734436.4789858563,6737441.219556711
84,84,5525.212142116222,80134353.37852146,True,-3719874.351813631,13645355.859929133
85,85,5525.212142116222,129084232.12409233,True,-6045553.999995987,22709233.91968203
86,86,5525.212142116222,335291250.8367198,True,-5521145.640529318,35723914.69540876
87,87,5525.212142116222,188472286.46327844,True,-9339487.617424464,31130129.1975308
88,88,5525.212142116222,71394231.41882014,True,-3385701.088115532,12323392.482229862
89,89,5525.212142116222,27666625.659450762,True,-940996.9571460799,4017371.7285294877
90,90,5525.212142116222,189668272.2812076,True,-4726176.954992147,23910768.68829616
91,91,5525.212142116222,128382935.29407571,True,-2934288.9091720222,14962542.292731853
92,92,5525.212142116222,43234376.59424949,True,-1642236.766965165,6093364.928567475
93,93,5525.212142116222,115279367.49220976,True,-6049902.373493853,20822860.593672466
94,94,5522.474783266981,89294837.98894419,True,-3781781.7273897477,14590899.808113836
95,95,5522.474783266981,122980851.62553932,True,-4605473.0015746355,17633057.65846098
96,96,5522.474783266981,60624903.93687217,True,-1553286.21061296,7088743.396892983
97,97,5522.474783266981,162630762.259514,True,-7120757.94624486,28051477.764440857
98,98,5522.474783266981,107319911.37974206,True,-3015744.3453847026,13884326.859070284
99,99,5522.474783266981,89242980.54427849,True,-2768503.846914285,10756404.496423269
100,100,5522.474783266981,46064144.84458854,True,-3042780.8684281157,8983572.755826242
101,101,5522.474783266981,227998800.73833826,True,-7795829.080570488,29080010.9640496
102,102,5522.474783266981,105346781.77031283,True,-2745318.7662826916,12325201.12442945
103,103,5522.474783266981,117101909.6655295,True,-4674542.456681649,18249085.992043283
104,104,5522.474783266981,120149964.17960128,True,-5478129.140929881,21193297.921365667
105,105,5522.474783266981,128678408.41580145,True,-2834863.6154890144,15321991.67419645
106,106,5522.474783266981,12248551.781551706,True,-641905.395803231,1793220.7877494046
107,107,5522.474783266981,49441055.95956072,True,-2015229.3566848543,8480026.57530674
108,108,5522.474783266981,68522356.06327944,True,-3222162.111540889,11412406.297180442
109,109,5522.474783266981,29521542.935072586,True,-597046.5329595187,3307563.943645506
110,110,5522.474783266981,194143504.2573423,True,-5546999.629590197,24940940.52603093
111,111,5522.474783266981,117058175.21956354,True,-5483697.096927627,20204901.820210945
112,112,5522.474783266981,81858176.90473953,True,-2435314.701699866,12088605.13693563
113,113,5522.474783266981,48329735.416434236,True,-1026861.0719398684,5349716.02926071
114,114,5522.474783266981,49441055.95956072,True,-1860673.3108297281,6901002.9665190065
115,115,5522.474783266981,53384732.95047952,True,-2583640.5832789554,9315033.84089285
116,116,5522.474783266981,154419966.4761704,True,-5818915.676232651,22997981.930604946
117,117,5522.474783266981,154419966.4761704,True,-3907447.0448291847,18206029.298016626
118,118,5512.952479187098,125892323.21861832,True,-2150125.077667817,13540503.179427385
119,119,5512.952479187098,96153184.4697279,True,-3063622.1798053184,12429787.430730361
120,120,5512.952479187098,90324586.30748612,True,-5153413.157292223,15080154.439085916
121,121,5512.952479187098,17483242.555341233,True,-352653.287904546,2011723.1400615883
122,122,5512.952479187098,305397755.2114252,True,-7797857.62899754,38569355.73409108
123,123,5512.952479187098,74491934.55240254,True,-3423312.1882385374,12123825.118316201
124,124,5512.952479187098,58454712.40632647,True,-2256035.697948836,8744151.17356194
125,125,5512.952479187098,128834585.07090424,True,-4718002.425894843,18068638.999556363
126,126,5512.952479187098,120883736.64858948,True,-3449308.057528229,15096751.479421936
127,127,5512.952479187098,189570156.23946995,True,-7609837.5862946855,28945914.111832283
128,128,5512.952479187098,120530576.26202433,True,-5689170.503835922,21635107.268930506
129,129,5512.952479187098,159585584.06679013,True,-5136114.0104454,20330633.761853434
130,130,5512.952479187098,87900670.2980347,True,-4073782.5154078905,13841551.196173245
131,131,5512.952479187098,143373445.12385923,True,-5098187.189300439,18709968.432075728
132,132,5512.952479187098,302774229.66188395,True,-6725208.079571827,33751141.5354207
133,133,5512.952479187098,27718991.394461546,True,-1789228.6762322963,5664014.157879734
134,134,5509.656778207188,75642938.2010638,True,-2237034.437189772,11147870.416346775
135,135,5509.656778207188,45123957.64183889,True,-1737547.1319942437,5953931.737346483
136,136,5509.656778207188,104647570.75425577,True,-1592281.262926308,11042776.21911423
137,137,5509.656778207188,85447225.51688573,True,-2115204.205072769,11630046.142127264
138,138,5506.086554874068,102663849.13987637,True,-1630212.3858222535,11048680.851438073
139,139,5506.086554874068,52632970.94319948,True,-1175043.1946650625,5784160.070889459
140,140,5506.086554874068,302703635.19084406,True,-8881986.15852423,37869342.320505135
141,141,5506.086554874068,105174046.20985118,True,-2256011.3620851617,11375553.080112088
142,142,5506.086554874068,69500134.71320195,True,-3528892.0911841597,11378982.280696366
143,143,5506.086554874068,97750656.52396041,True,-5438800.062592254,16955704.002331242
144,144,5506.086554874068,117593238.50802302,True,-3953735.1196773266,16980162.154931635
145,145,5506.086554874068,80682494.63577819,True,-3566247.561036053,12354822.107280023
146,146,5506.086554874068,52237610.71279552,True,-2441635.9285922167,8780025.379460111
147,147,5506.086554874068,54024407.636162005,True,-1286233.3291309797,6317577.77040405
148,148,5506.086554874068,19588553.941050045,True,-1096913.5836806146,3582187.5593412914
149,149,5506.086554874068,93683265.74300994,True,-3342376.8601746093,13448915.151105879
150,150,5506.086554874068,143213735.2658369,True,-5734755.647345644,23146340.440822367
151,151,5506.086554874068,101722948.46629752,True,-3755282.311865775,14294469.187440969
152,152,5506.086554874068,151604032.01707363,True,-4328901.558757399,20062681.09636119
153,153,5506.086554874068,222873290.77331454,True,-8421118.943146173,29775526.759481594
154,154,5506.086554874068,117593238.50802302,True,-4723208.842168461,18645700.116684444
155,155,5506.086554874068,43621534.55668793,True,-1163174.3859435788,4966705.56840388
156,156,5506.086554874068,57020871.15932231,True,-1664683.4829058263,8114460.551579748
157,157,5506.086554874068,132468840.35939175,True,-5022329.30609956,20576585.449489266
158,158,5506.086554874068,104511925.50097772,True,-5721628.10806162,17512470.62657077
159,159,5506.086554874068,181428479.7774663,True,-4514304.521227433,23613501.539333854
160,160,5506.086554874068,28623074.562643647,True,-1520221.8944845507,4750583.998336083
161,161,5506.086554874068,95734189.99380189,True,-2291475.7930095675,10984347.523145717
162,162,5505.985174267161,105632673.59073661,True,-6415038.71925257,21748097.797004107
163,163,5505.985174267161,133211658.68270712,True,-3772935.1273315623,16575816.552710693
164,164,5505.985174267161,128578443.55773558,True,-7481437.342181638,24986836.654171105
165,165,5505.985174267161,128576218.0324132,True,-7994626.649670065,25649641.90968675
166,166,5505.985174267161,185321698.15009716,True,-3597629.619016222,20316187.087700024
167,167,5505.985174267161,69912505.26694855,True,-1564805.0807821625,7801627.542552612
168,168,5505.985174267161,87573946.65373996,True,-2315747.169804255,11154200.843888454
169,169,5505.985174267161,136164473.87115517,True,-4307214.981756269,19893558.169591863
