,generation,best_fitness,worst_fitness,feasible,average_fitness,std_fitness
75,75,4866.48886423672,163536991.33109248,True,-5911364.745735495,22424482.31569525
76,76,4866.48886423672,119023729.65960447,True,-5288909.246507724,18708679.1241875
77,77,4866.48886423672,130513960.23847646,True,-5127964.573496416,20694340.193155535
78,78,4866.48886423672,279508732.98822063,True,-7497255.086318831,34422325.8179577
79,79,4866.48886423672,30534655.206166394,True,-1338659.7777185284,4984126.482148314
80,80,4866.48886423672,102674930.58199665,True,-5732837.711981519,18116227.93887455
81,81,4866.48886423672,263995353.09471804,True,-6044654.149022676,30520991.54147156
82,82,4866.48886423672,78419175.69952735,True,-3011043.46013834,11423932.29222469
83,83,4866.48886423672,73870294.92484051,True,-3007915.3949724715,10109878.221871903
84,84,4866.48886423672,90043982.26720469,True,-3145532.289327455,13553271.386199296
85,85,4866.48886423672,89898770.30554824,True,-3409630.8398142518,12606951.891450195
86,86,4866.48886423672,48527996.240013964,True,-2153936.797724487,7193810.426491515
87,87,4866.48886423672,73870294.92484051,True,-3834193.4304492413,11953417.540275192
88,88,4866.48886423672,59430176.11113912,True,-4816964.972441479,12883834.778738433
89,89,4866.48886423672,134955507.49762687,True,-5357882.8233760055,19313458.803525645
90,90,4866.48886423672,132172192.22394036,True,-5733830.705469634,20653230.593975637
91,91,4866.48886423672,51748213.90480614,True,-2485596.7939237617,8304979.024900597
92,92,4866.48886423672,120986943.12161712,True,-4919443.015254006,16151611.716204084
93,93,4866.48886423672,102884685.73446189,True,-6606240.635666597,20479516.743162945
94,94,4866.48886423672,43681213.21006344,True,-2457196.756192029,7456747.34088053
95,95,4866.48886423672,104713388.08774775,True,-3892513.5926550813,14706806.79671728
96,96,4866.48886423672,102674930.58199665,True,-5682231.302469083,17610467.853318647
97,97,4866.48886423672,189243920.1392655,True,-6216684.848759635,23741832.43941159
98,98,4866.48886423672,84838673.74994746,True,-7359712.779943244,18437609.37799522
99,99,4866.48886423672,184806007.65916634,True,-7917502.162570902,30650170.032121945
100,100,4866.48886423672,83236234.45026903,True,-4721645.705215872,14362807.528923852
101,101,4866.48886423672,67066117.125159584,True,-3589609.8527924046,12809607.056955695
102,102,4866.48886423672,142731714.86459398,True,-6860258.538328841,24567387.11804374
103,103,4866.48886423672,267222771.52244765,True,-5049785.897214418,28420888.173396423
104,104,4866.48886423672,114027113.71613407,True,-6682363.077880998,22167460.408304423
105,105,4866.48886423672,96547680.72981931,True,-5152692.986858967,16494431.660108807
106,106,4866.48886423672,16482005.123983081,True,-728428.390615276,2725520.5560448016
107,107,4831.708728389607,71479997.88759203,True,-3910489.509743549,12866384.65945414
108,108,4831.708728389607,18352996.145974908,True,-974941.8931110406,2700802.748533404
109,109,4831.708728389607,90132489.6026302,True,-4725606.176204968,17337054.470610406
110,110,4831.708728389607,85812332.96630807,True,-5875638.224525046,15179641.947329137
111,111,4831.708728389607,163515659.92837882,True,-6029457.3665140625,22504735.320967447
112,112,4831.708728389607,116978001.30743593,True,-3195364.489808277,13899988.796435287
113,113,4831.708728389607,126489466.09428144,True,-3468423.717374745,15829852.7067907
114,114,4831.708728389607,105804762.67139569,True,-7643348.346503415,22242299.966051146
115,115,4831.708728389607,283457407.8665818,True,-6733189.714552821,32447772.242297042
116,116,4831.708728389607,75833187.2381237,True,-3091380.9194421517,11013533.414501058
117,117,4831.708728389607,38276251.84887469,True,-1542046.9470699918,5232543.329386497
118,118,4831.708728389607,81164770.63178457,True,-2971524.130185218,10286264.151980137
119,119,4831.708728389607,62374376.43160477,True,-2691290.377813114,9844069.020386597
120,120,4831.708728389607,73317926.2998586,True,-5661352.692222165,15088816.50078142
121,121,4831.708728389607,192866865.8223375,True,-3867182.9958664286,20552906.0606795
122,122,4831.689882532088,151640329.91614515,True,-6670808.838030868,24186022.096898578
123,123,4831.689882532088,69479932.95084482,True,-2425970.8201373774,9234158.525330814
124,124,4831.689882532088,78514647.10666661,True,-6167411.8590012025,17078581.956097268
125,125,4831.689882532088,131104290.16436267,True,-7571402.457665029,23516834.79032194
126,126,4831.689882532088,223470793.1021501,True,-5957624.36921114,26047174.719662264
127,127,4831.689882532088,207284759.16778618,True,-6270581.62304835,26972740.573748924
128,128,4831.689882532088,136825219.27807865,True,-6845032.911248931,23291239.378040902
129,129,4831.689882532088,42988731.046879,True,-1678078.9820250587,6389728.047228892
130,130,4831.689882532088,136825219.27807865,True,-4859061.647875189,20078564.506438885
131,131,4831.689882532088,106111805.78718443,True,-4671282.389883906,15817264.839133905
132,132,4831.689882532088,60919970.30908308,True,-3110698.070421843,11021609.550108865
133,133,4831.689882532088,89546988.71416551,True,-3187193.536428841,11805103.540147433
134,134,4831.689882532088,81389543.44236796,True,-5333862.569974174,15208967.346272344
135,135,4831.689882532088,126034977.77448606,True,-6325594.161339373,22929637.045853894
136,136,4831.689882532088,87559847.66700964,True,-3751540.296821572,13130712.288689889
137,137,4831.689882532088,271835565.3377676,True,-7006573.730933691,32199377.444122113
138,138,4831.689882532088,466747155.3010082,True,-10096476.126666052,50083589.4560246
139,139,4831.689882532088,23637339.067694213,True,-1576569.8088975635,4708346.898444203
140,140,4831.689882532088,116214342.85554297,True,-5003353.874108294,17811045.781784948
141,141,4831.689882532088,87455272.42704895,True,-3742150.1282671094,11798481.748590074
142,142,4831.689882532088,101100367.06013615,True,-6664390.174508989,21543042.852427837
143,143,4831.689882532088,247516652.55346602,True,-8916531.331654754,37996762.29576139
144,144,4831.689882532088,82257508.99530028,True,-2265414.2461793227,10024353.508838834
145,145,4831.689882532088,81389543.44236796,True,-2554198.6188445576,9665845.056582166
146,146,4831.689882532088,91023617.68343693,True,-3461454.597407887,12744640.046945821
147,147,4831.689882532088,103546503.27921233,True,-4846533.437055532,16023867.529607015
148,148,4831.689882532088,202248250.40950704,True,-6587690.3098168,24719280.531487174
149,149,4831.689882532088,106957732.73453563,True,-3655686.4797993447,15102376.125502817
150,150,4831.689882532088,124963008.65501909,True,-3047834.774840879,14950205.324934408
151,151,4831.689882532088,61640389.587931916,True,-1880664.6077213963,8761808.199347025
152,152,4831.689882532088,209355456.46625584,True,-11018619.49549738,32258770.617134795
153,153,4831.671781526372,50927395.16679036,True,-1757073.0431082302,7046890.311820079
154,154,4831.671781526372,194349178.4237783,True,-8479855.860616127,28661149.926043525
155,155,4831.671781526372,70473507.01319294,True,-4752429.020564297,13022714.519581826
156,156,4831.671781526372,41638821.178190224,True,-2502078.657931148,7151728.279674842
157,157,4831.671781526372,58499624.04050994,True,-1608282.9169912345,7476928.648911128
158,158,4831.671781526372,73457839.25600326,True,-4467024.989891466,13467250.058800207
159,159,4831.671781526372,137157943.60387376,True,-7184913.629165533,24166357.94720513
160,160,4831.671781526372,54381043.87064463,True,-3786928.849374138,10851011.98209696
161,161,4831.671781526372,89576659.11083223,True,-7067936.021196412,18152777.94407929
162,162,4831.671781526372,45040650.693526424,True,-2373596.559843261,6844720.317161125
163,163,4831.671781526372,126619473.10045516,True,-5788095.138077826,20062572.56603997
164,164,4831.671781526372,202117383.28997496,True,-5042631.72982249,22402569.997122407
165,165,4831.671781526372,81606550.35865797,True,-4982594.395002934,15309291.270886764
166,166,4831.671781526372,136064903.28745937,True,-2803319.512654445,15457042.177825294
167,167,4831.671781526372,97745467.24152298,True,-4481908.65626038,14765933.172945173
168,168,4831.671781526372,24201130.8207387,True,-1019895.6440869318,3313531.4961879742
169,169,4831.671781526372,70570144.78127365,True,-2906685.1844126172,10815741.866202181
