,generation,best_fitness,worst_fitness,feasible,average_fitness,std_fitness
98,98,5178.162522945075,31483476.356903087,True,-1245324.7688438212,4588711.96160723
99,99,5178.162522945075,52865679.91335006,True,-2149138.261308352,7812534.366514105
100,100,5178.162522945075,41894061.18219965,True,-2226833.0287237414,6454819.403810437
101,101,5178.162522945075,91392961.12079099,True,-2803382.964587422,13510952.30605809
102,102,5178.162522945075,81228588.30887893,True,-2557515.173903086,10792939.987581648
103,103,5178.162522945075,214726396.38821277,True,-4658426.046905304,24135235.8408161
104,104,5178.162522945075,99040199.70966972,True,-4310091.340702597,14785342.18762134
105,105,5178.162522945075,44360841.39169022,True,-1797147.0092309245,6645222.638661495
106,106,5178.103541867985,61858441.273056455,True,-2078496.51358642,7658118.027808194
107,107,5178.103541867985,120308576.87792054,True,-4884153.888351519,18264804.99432317
108,108,5178.103541867985,93618145.69790518,True,-2750289.0269491426,12421950.005911548
109,109,5178.103541867985,64736065.66828151,True,-3253131.366444366,12087602.851394475
110,110,5178.103541867985,106807168.50131448,True,-4091011.8199634454,16994207.105193216
111,111,5178.103541867985,120245517.77053581,True,-3042613.2880279296,14319622.391958686
112,112,5178.103541867985,33489664.269524463,True,-1590277.1017992867,5401285.192317178
113,113,5178.103541867985,43105892.30987562,True,-1346264.2551163998,5279483.189775369
114,114,5178.103541867985,47871175.34052931,True,-2896796.842583484,8603294.32331097
115,115,5178.103541867985,54742962.97021169,True,-2506693.6882895315,8166921.244419792
116,116,5178.103541867985,60060273.17781297,True,-2895226.8893205486,9499200.35539547
117,117,5178.103541867985,64983208.895087086,True,-1621224.7340697092,7778169.236143494
118,118,5178.103541867985,120245517.77053581,True,-4981152.156688205,16339413.970273178
119,119,5178.103541867985,33769880.248599604,True,-1347628.4099861714,4887619.305921481
120,120,5178.103541867985,34726165.08112949,True,-2315437.1316543724,7231733.5458831815
121,121,5178.103541867985,42711652.65103393,True,-1508668.1927827278,6204671.925810551
122,122,5178.103541867985,143415747.14905208,True,-5906284.374326886,20775692.503746968
123,123,5178.103541867985,27582655.83963543,True,-1958811.767172368,5386869.524117914
124,124,5178.103541867985,123709319.99443273,True,-5699637.161819172,20197335.2092497
125,125,5178.103541867985,52660626.23534745,True,-2558345.52088807,8786746.850697035
126,126,5178.103541867985,88961142.5363182,True,-3079068.5935958433,13972746.888471028
127,127,5178.103541867985,30865008.72509752,True,-1297288.00561869,4402476.937688863
128,128,5178.103541867985,86640738.51883541,True,-2869154.5675238622,12089779.34707444
129,129,5178.103541867985,25853801.095937505,True,-1273230.4556384438,4988268.475586397
130,130,5178.103541867985,59954983.888658926,True,-2747226.5410757554,8492609.272237636
131,131,5178.103541867985,177528593.69048896,True,-7095883.835608752,24762248.60879697
132,132,5178.103541867985,123079344.58404137,True,-5247302.850118613,16666940.364420839
133,133,5178.103541867985,30865008.72509752,True,-1213207.5985008813,4415487.31267379
134,134,5178.103541867985,24967607.617698718,True,-1400336.4719074734,4544527.132177394
135,135,5178.103541867985,65535984.65832493,True,-1996656.4874483033,8197281.255712559
136,136,5178.103541867985,74397299.89169955,True,-2509486.0851730397,10867140.238039553
137,137,5178.103541867985,68491526.29875831,True,-2995793.2303383118,11154010.539924059
138,138,5178.103541867985,42711652.65103393,True,-1970860.1953623046,6320607.429899675
139,139,5178.103541867985,70266044.96569018,True,-3486538.141962192,11406505.636673458
140,140,5178.103541867985,120245517.77053581,True,-3451754.151314658,16026656.596828483
141,141,5178.103541867985,43105892.30987562,True,-1842935.6834716606,6877000.997870329
142,142,5178.103541867985,57973303.15142781,True,-2255583.600393575,7526234.619214616
143,143,5178.103541867985,22917468.38930117,True,-1477465.5585285125,4303308.1347383
144,144,5178.103541867985,40726038.929305576,True,-1616183.6628150055,5565017.7444645725
145,145,5178.103541867985,54742962.97021169,True,-2357553.59404423,8506749.759793615
146,146,5178.103541867985,64983208.895087086,True,-1776535.4282653483,7648033.204958029
147,147,5178.103541867985,89121767.4744108,True,-2972946.1718521765,12948270.94378482
148,148,5178.103541867985,20059035.350223754,True,-879098.8696359368,3005063.9638014683
149,149,5178.103541867985,88961142.5363182,True,-2716706.2323069177,11526465.216672167
150,150,5178.103541867985,104131026.22990942,True,-4704203.121933904,15518087.995142706
151,151,5178.103541867985,25853801.095937505,True,-1277893.3243978054,4262784.776604493
152,152,5178.103541867985,40261866.345583886,True,-977875.8259285168,4665616.0066150045
153,153,5178.103541867985,45704961.69536942,True,-2097498.0689344294,6766790.021126283
154,154,5178.103541867985,57330864.370551266,True,-2167209.6600556187,8229904.099776728
155,155,5178.103541867985,148925762.37061113,True,-5093938.142008139,18852512.670292106
156,156,5178.103541867985,38605381.68006959,True,-2175899.764692707,6376842.448450427
157,157,5178.103541867985,25527642.87155897,True,-1279194.68707876,4009054.6591450414
158,158,5178.103541867985,31064485.241276737,True,-938488.963379185,4164706.2958669392
159,159,5178.103541867985,35594324.06889085,True,-1934489.89367507,5840061.892864069
160,160,5178.103541867985,33847543.962759644,True,-1332911.08304807,4737041.390103083
161,161,5178.103541867985,79894433.41751254,True,-1888415.660643184,8887615.920420023
162,162,5178.103541867985,23288309.142601322,True,-992985.043540304,3671966.8901808383
163,163,5178.103541867985,30865008.72509752,True,-1805436.7209403128,6021062.838334332
164,164,5178.103541867985,48812699.14219655,True,-1767173.345020477,7352135.314168398
165,165,5178.103541867985,57598573.96832214,True,-1707693.581071354,7417908.901194004
166,166,5178.103541867985,67874294.93943961,True,-4103149.204351587,12952517.554140879
167,167,5178.103541867985,107622427.68523952,True,-2952144.2596615124,13504146.320344508
168,168,5178.103541867985,27808291.800721053,True,-1516971.6778410636,4918892.97850553
169,169,5178.103541867985,52427352.8843817,True,-2747857.324540057,9123009.636526234
